Stimmart,AGS,"Landkreis-nummer","Gemeinde-nummer",Gemeindename,Art des Wahl-vorschlags,Kurzname,"MerkmalLangname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",P,DIE LINKE,DIE LINKE,1702,17.2,3,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1319,13.4,2,2
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1666,16.9,3,1
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",P,AfD,Alternative für Deutschland,2024,20.5,4,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",P,FDP,Freie Demokratische Partei,159,1.6,0,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",WG,WG OD,Wählergruppe Obersdorf,1015,10.3,2,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",LV,LV Aktion Zukunft/Grüne,Listenvereinigung Aktion Zukunft / Bündnis 90-Die Grünen,1090,11,2,2
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",EB,EWV B.Berger,Einzelwahlvorschlag Barbara Berger,32,0.3,0,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",WG,WG FW Egg,Wählergruppe Freie Wähler Eggersdorf,353,3.6,1,0
Gemeindevertretung,12064317,64,317,"Müncheberg, Stadt",WG,WG UFW,Wählergruppe UNABHÄNGIGE FREIE WÄHLER MÜNCHEBERG,507,5.1,1,1
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Wahlberechtigt,Wahlberechtigt,15648,100,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Wähler,Wähler,9934,63.5,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Wahlschein,Wahlschein,2528,25.4,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Gueltig,Gueltig,28652,96.1,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Ungueltig,Ungueltig,123,1.2,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,DIE LINKE,DIE LINKE,4572,16,5,2
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,SPD,Sozialdemokratische Partei Deutschlands,2443,8.5,2,1
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,CDU,Christlich Demokratische Union Deutschlands,4614,16.1,5,2
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,AfD,Alternative für Deutschland,2950,10.3,3,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,3997,14,4,1
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,P,FDP,Freie Demokratische Partei,1149,4,1,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,WG,WG DIE PARTEILOSEN,Wählergruppe DIE PARTEILOSEN,6974,24.3,7,1
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,WG,NWF,Neuenhagener Wählergemeinschaft Feuerwehr,1133,4,1,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,EB,EB May,Einzelwahlvorschlag May,409,1.4,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,EB,EB Bitterling,Einzelwahlvorschlag Bitterling,117,0.4,0,0
Gemeindevertretung,12064336,64,336,Neuenhagen bei Berlin,EB,EB Trapp,Einzelwahlvorschlag Trapp,294,1,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Wahlberechtigt,Wahlberechtigt,12882,100,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Wähler,Wähler,8177,63.5,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Wahlschein,Wahlschein,2227,27.2,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Gueltig,Gueltig,23846,97.2,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Ungueltig,Ungueltig,108,1.3,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,DIE LINKE,DIE LINKE,3357,14.1,4,1
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,SPD,Sozialdemokratische Partei Deutschlands,2574,10.8,3,1
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,CDU,Christlich Demokratische Union Deutschlands,2656,11.1,3,1
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,AfD,Alternative für Deutschland,3264,13.7,4,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,3046,12.8,3,1
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,P,FDP,Freie Demokratische Partei,1461,6.1,2,2
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,WG,TfPE,Wählergruppe Team für Petershagen/Eggersdorf,1917,8,2,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,WG,PEBB,Wählergruppe Petershagen/Eggersdorf BürgerBündnis,3097,13,4,1
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,WG,FWPE,Freie Wählervereinigung Petershagen/Eggersdorf e. V. ,1656,6.9,2,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,EB,EB Neukirch,Einzelwahlvorschlag Neukirch,221,0.9,0,0
Gemeindevertretung,12064380,64,380,Petershagen/Eggersdorf,WG,WIR,Wählergruppe WIR Gemeinsam für Petershagen/Eggersdorf,597,2.5,1,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Wahlberechtigt,Wahlberechtigt,13620,100,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Wähler,Wähler,6542,48,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Wahlschein,Wahlschein,1304,19.9,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Gueltig,Gueltig,19032,97,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Ungueltig,Ungueltig,124,1.9,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,DIE LINKE,DIE LINKE,3200,16.8,5,1
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,SPD,Sozialdemokratische Partei Deutschlands,3499,18.4,5,4
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,CDU,Christlich Demokratische Union Deutschlands,2443,12.8,4,3
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,AfD,Alternative für Deutschland,2854,15,4,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1242,6.5,2,1
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,P,FDP,Freie Demokratische Partei,373,2,1,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,WG,UBB,Unabhängiger Bürger Bund,1660,8.7,2,1
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,WG,WG FVG,Wählergruppe Freie Vertreter Gewerbe,1652,8.7,2,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,WG,HWg,Herzfelder Wählergemeinschaft,1004,5.3,1,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,EB,EB Jörg Lehmann,Einzelbewerber Jörg Lehmann,506,2.7,1,0
Gemeindevertretung,12064428,64,428,Rüdersdorf bei Berlin,WG,WG Bürger der Ortsteile,Unabhängige kommunale Wählervereinigung Bürger der Ortsteile,599,3.1,1,1
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Wahlberechtigt,Wahlberechtigt,4496,100,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Wähler,Wähler,2253,50.1,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Wahlschein,Wahlschein,539,23.9,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Gueltig,Gueltig,6524,96.5,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Ungueltig,Ungueltig,50,2.2,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",P,DIE LINKE,DIE LINKE,1708,26.2,5,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1776,27.2,5,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,357,5.5,1,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",P,AfD,Alternative für Deutschland,1252,19.2,3,0
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",P,FDP,Freie Demokratische Partei,195,3,1,1
Gemeindevertretung,12064448,64,448,"Seelow, Stadt",WG,W-HKS,Wählergruppe Heimat-Kultur-Sport,1236,18.9,3,1
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Wahlberechtigt,Wahlberechtigt,22537,100,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Wähler,Wähler,12010,53.3,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Wahlschein,Wahlschein,3066,25.5,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Gueltig,Gueltig,34563,95.9,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Ungueltig,Ungueltig,329,2.7,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",,Sitze,Sitze,32,100,0,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,DIE LINKE,DIE LINKE,8793,25.4,8,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,4354,12.6,4,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3708,10.7,4,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,AfD,Alternative für Deutschland,4568,13.2,4,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2308,6.7,2,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,FDP,Freie Demokratische Partei,1709,4.9,2,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",LV,BVB Strausberg,BVB Freie Wähler Strausberg,1371,4,1,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",WG,UfW Pro Strausberg,Unabhängige und freie Wählergemeinschaft Pro Strausberg ,4788,13.9,4,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",WG,Deine Wahl,Deine Wahl   Bürger für eine lebenswerte Stadt Strausberg ,1674,4.8,2,0
Gemeindevertretung,12064472,64,472,"Strausberg, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",1290,3.7,1,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Wahlberechtigt,Wahlberechtigt,6214,100,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Wähler,Wähler,3265,52.5,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Wahlschein,Wahlschein,548,16.8,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Gueltig,Gueltig,9387,95.8,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Ungueltig,Ungueltig,93,2.8,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,734,7.8,1,1
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1319,14.1,3,1
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",P,AfD,Alternative für Deutschland,2585,27.5,5,1
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,789,8.4,1,1
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",P,FDP,Freie Demokratische Partei,1941,20.7,4,1
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",WG,BWBO,Bürger für Wriezen und Barnim Oderbruch,1471,15.7,3,0
Gemeindevertretung,12064512,64,512,"Wriezen, Stadt",WG,UWG,Unabhängige Wählergemeinschaft,548,5.8,1,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Wahlberechtigt,Wahlberechtigt,504,100,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Wähler,Wähler,361,71.6,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Wahlschein,Wahlschein,44,12.2,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Gueltig,Gueltig,1057,97.6,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Ungueltig,Ungueltig,6,1.7,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,WG,WIR,WIR gemeinsam für Beiersdorf - Freudenberg ,198,18.7,2,1
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Buchholz, R.","Einzelwahlvorschlag Buchholz, R. ",154,14.6,1,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Böttcher, W.","Einzelwahlvorschlag Böttcher, W.",151,14.3,1,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Gutsche - Ott, M.E. ","Einzelwahlvorschlag Gutsche - Ott, M. E. ",65,6.1,0,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Hollstein, M. ","Einzelwahlvorschlag Dr. Hollstein, M. ",96,9.1,1,1
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,WG,WG Neue Impulse für Beiersdorf-Freudenberg ,Wählergruppe Neue Impulse für Beiersdorf - Freudenberg ,158,14.9,1,0
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Petry, V.","Einzelwahlvorschlag Petry, V.",95,9,1,1
Gemeindevertretung,1206405303,64,053,Beiersdorf-Freudenberg,EB,"EB Urbach, S.","Einzelwahlvorschlag Urbach, S.",140,13.2,1,1
Gemeindevertretung,1206412503,64,125,Falkenberg,,Wahlberechtigt,Wahlberechtigt,1908,100,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,,Wähler,Wähler,1126,59,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,,Wahlschein,Wahlschein,235,20.9,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,,Gueltig,Gueltig,3259,96.5,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,,Ungueltig,Ungueltig,23,2,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,P,SPD,Sozialdemokratische Partei Deutschlands,615,18.9,2,2
Gemeindevertretung,1206412503,64,125,Falkenberg,P,CDU,Christlich Demokratische Union Deutschlands,315,9.7,1,0
Gemeindevertretung,1206412503,64,125,Falkenberg,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,238,7.3,1,1
Gemeindevertretung,1206412503,64,125,Falkenberg,WG,WG FFW Falkenberg / Mark,Wählergruppe Freiwillige Feuerwehr Falkenberg / Mark,749,23,3,0
Gemeindevertretung,1206412503,64,125,Falkenberg,EB,"EB Waga, S.","Einzelwahlvorschlag Waga, S.",215,6.6,1,1
Gemeindevertretung,1206412503,64,125,Falkenberg,WG,"Falkenberger Sportverein ""Th. Fontane""","Falkenberger Sportverein ""Th. Fontane""",384,11.8,1,0
Gemeindevertretung,1206412503,64,125,Falkenberg,EB,"EB Bakonyi, A.","Einzelwahlvorschlag Bakonyi, A.",30,0.9,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,EB,"EB Bodag, M.","Einzelwahlvorschlag Bodag, M.",46,1.4,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,EB,"EB Ewald, M.","Einzelwahlvorschlag Ewald, M.",139,4.3,1,0
Gemeindevertretung,1206412503,64,125,Falkenberg,EB,"EB Ewald, R.","Einzelwahlvorschlag Ewald, R.",153,4.7,1,0
Gemeindevertretung,1206412503,64,125,Falkenberg,WG,FFW DANNENBERG /MARK,WÄHLERGEMEINSCHAFT FÖRDERVEREIN FFW DANNENBERG FFW DANNENBERG / MARK ,130,4,0,0
Gemeindevertretung,1206412503,64,125,Falkenberg,WG,Förderverein FFW Kruge-Gersdorf,Förderverein Freiwillige Feuerwehr Kruge - Gersdorf,245,7.5,1,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Wahlberechtigt,Wahlberechtigt,609,100,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Wähler,Wähler,344,56.5,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Wahlschein,Wahlschein,58,16.9,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Gueltig,Gueltig,971,94.1,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Ungueltig,Ungueltig,18,5.2,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,WG,WG Bürger für Vernunft,Wählergruppe Bürger für Vernunft,266,27.4,2,0
Gemeindevertretung,1206420503,64,205,Heckelberg-Brunow,WG,Förderverein Gemeinde Heckelberg-Brunow,Förderverein für die Gemeinde Heckelberg - Brunow e.V. ,705,72.6,6,3
Gemeindevertretung,1206422203,64,222,Höhenland,,Wahlberechtigt,Wahlberechtigt,875,100,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,,Wähler,Wähler,569,65,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,,Wahlschein,Wahlschein,106,18.6,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,,Gueltig,Gueltig,1645,96.4,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,,Ungueltig,Ungueltig,14,2.5,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206422203,64,222,Höhenland,P,CDU,Christlich Demokratische Union Deutschlands,275,16.7,2,0
Gemeindevertretung,1206422203,64,222,Höhenland,WG,Bauern,Wählergruppe Bauern und ländlicher Raum ,1109,67.4,7,2
Gemeindevertretung,1206422203,64,222,Höhenland,EB,"EB Baptist, F.","Einzelwahlvorschlag Baptist, F.",169,10.3,1,0
Gemeindevertretung,1206422203,64,222,Höhenland,EB,"EB Michalski, I.","Einzelwahlvorschlag Michalski, I.",92,5.6,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Wahlberechtigt,Wahlberechtigt,675,100,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Wähler,Wähler,376,55.7,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Wahlschein,Wahlschein,39,10.4,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Gueltig,Gueltig,1092,96.8,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Ungueltig,Ungueltig,10,2.7,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206400904,64,009,Alt Tucheband,WG,Pro Zukunft,Pro Zukunft Märkisch-Oderland,219,20.1,2,2
Gemeindevertretung,1206400904,64,009,Alt Tucheband,WG,GAT,Großgemeinde Alt Tucheband,873,79.9,8,1
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Wahlberechtigt,Wahlberechtigt,394,100,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Wähler,Wähler,227,57.6,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Wahlschein,Wahlschein,22,9.7,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Gueltig,Gueltig,649,95.3,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Ungueltig,Ungueltig,5,2.2,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,P,CDU,Christlich Demokratische Union Deutschlands,71,10.9,1,0
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,WG,WBG,Brandschutzgruppe Genschmar,358,55.2,5,3
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,WG,FdA,Freunde des Angelsports,190,29.3,2,1
Gemeindevertretung,1206405704,64,057,Bleyen-Genschmar,EB,Kutscher,Kutscher,30,4.6,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Wahlberechtigt,Wahlberechtigt,706,100,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Wähler,Wähler,396,56.1,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Wahlschein,Wahlschein,70,17.7,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Gueltig,Gueltig,1140,96,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Ungueltig,Ungueltig,13,3.3,0,0
Gemeindevertretung,1206417204,64,172,Golzow,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206417204,64,172,Golzow,P,FDP,Freie Demokratische Partei,336,29.5,3,0
Gemeindevertretung,1206417204,64,172,Golzow,WG,GfG,Golzower für Golzow,804,70.5,7,5
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Wahlberechtigt,Wahlberechtigt,2216,100,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Wähler,Wähler,1125,50.8,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Wahlschein,Wahlschein,148,13.2,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Gueltig,Gueltig,3200,94.8,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Ungueltig,Ungueltig,44,3.9,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,P,DIE LINKE,DIE LINKE,160,5,1,1
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,P,CDU,Christlich Demokratische Union Deutschlands,478,14.9,2,1
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,Pro Zukunft,Pro Zukunft Märkisch-Oderland,164,5.1,1,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,IGKV,Interessengemeinschaft Küstriner Vorland,1195,37.3,6,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,GFF,Gemeinschaft Feuerwehr und Familie,346,10.8,2,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,WEK,Evangelische Kirchengemeinden,308,9.6,2,1
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,EB,Henschel,Henschel,101,3.2,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,EB,Feldhahn,Feldhahn,143,4.5,1,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,WGL,Gorgaster Leben,99,3.1,0,0
Gemeindevertretung,1206426604,64,266,Küstriner Vorland,WG,SLK,Schöner Leben in KV,206,6.4,1,0
Gemeindevertretung,1206453804,64,538,Zechin,,Wahlberechtigt,Wahlberechtigt,570,100,0,0
Gemeindevertretung,1206453804,64,538,Zechin,,Wähler,Wähler,359,63,0,0
Gemeindevertretung,1206453804,64,538,Zechin,,Wahlschein,Wahlschein,54,15,0,0
Gemeindevertretung,1206453804,64,538,Zechin,,Gueltig,Gueltig,1040,96.6,0,0
Gemeindevertretung,1206453804,64,538,Zechin,,Ungueltig,Ungueltig,8,2.2,0,0
Gemeindevertretung,1206453804,64,538,Zechin,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206453804,64,538,Zechin,P,CDU,Christlich Demokratische Union Deutschlands,36,3.5,0,0
Gemeindevertretung,1206453804,64,538,Zechin,WG,Pro Zukunft,Pro Zukunft Märkisch-Oderland,76,7.3,1,1
Gemeindevertretung,1206453804,64,538,Zechin,WG,SFZ,Sportfreunde Zechin,675,64.9,5,1
Gemeindevertretung,1206453804,64,538,Zechin,WG,BLZ,Bürgerliste Zechin,101,9.7,1,0
Gemeindevertretung,1206453804,64,538,Zechin,WG,OTF,Oldtimer- und Traktorenfreunde,152,14.6,1,1
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Wahlberechtigt,Wahlberechtigt,2700,100,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Wähler,Wähler,1858,68.8,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Gueltig,Gueltig,5415,97.1,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Ungueltig,Ungueltig,21,1.1,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,531,9.8,2,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",P,AfD,Alternative für Deutschland,825,15.2,2,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",WG,BfL,Wählergruppe Bürger für Lebus,357,6.6,1,0
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",WG,Bürgerallianz,Wählergruppe Bürgerallianz für gerechte Kommunalabgaben,2415,44.6,7,2
Gemeindevertretung,1206426806,64,268,"Lebus, Stadt",WG,Pro Lebus,Wählervereinigung unabhängiger Bürger für Lebus,1287,23.8,4,2
Gemeindevertretung,1206438806,64,388,Podelzig,,Wahlberechtigt,Wahlberechtigt,732,100,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,,Wähler,Wähler,485,66.3,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,,Gueltig,Gueltig,1384,95.1,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,,Ungueltig,Ungueltig,20,4.1,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206438806,64,388,Podelzig,WG,BfP,Wählergruppe Bürger für Podelzig,786,56.8,6,2
Gemeindevertretung,1206438806,64,388,Podelzig,WG,Gemeinschaft freier Wähler,Wählergruppe Gemeinschaft freier Wähler,598,43.2,4,1
