Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",,Ungültig,Ungültig,24,2.3,,,,
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",,Gültig,Gültig,3091,97.3,,,,
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",,Sitze,Sitze,12,x,12,4,12,
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,259,8.4,1,1,1,
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",WG,BNW,BürgerNETTzwerk,1332,43.1,5,0,5,
Gemeindevertretung,120615108492,61,492,"Teupitz, Stadt",WG,Gemeinsam Gestalten,Gemeinsam Gestalten,1500,48.5,6,3,6,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Wahlberechtigt,Wahlberechtigt,419,100,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Wähler,Wähler,336,80.2,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Wahlschein,Wahlschein,83,24.7,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Ungültig,Ungültig,8,2.4,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Gültig,Gültig,976,96.8,,,,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,,Sitze,Sitze,8,x,8,3,8,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,P,AfD,Alternative für Deutschland,124,12.7,1,0,1,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,WG,Bürger für Wußwerk,Bürger für Wußwerk,281,28.8,2,1,2,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,EB,EB Bochynek,Einzelwahlvorschlag Bochynek,86,8.8,1,1,1,
Gemeindevertretung,120615113005,61,005,Alt Zauche-Wußwerk,WG,GfAW,Gemeinsam für Alt Zauche und Wußwerk,485,49.7,4,1,4,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Wahlberechtigt,Wahlberechtigt,644,100,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Wähler,Wähler,480,74.5,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Wahlschein,Wahlschein,90,18.8,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Ungültig,Ungültig,11,2.3,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Gültig,Gültig,1399,97.2,,,,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,,Sitze,Sitze,10,x,10,3,10,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,WG,Zukunft auf dem Lande,Zukunft auf dem Lande,772,55.2,6,1,6,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,EB,EB Juckel,Einzelwahlvorschlag Juckel,92,6.6,1,1,1,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,WG,GFBB,Gemeinsam für Byhleguhre-Byhlen,323,23.1,2,1,2,
Gemeindevertretung,120615113061,61,061,Byhleguhre-Byhlen,EB,EB Seifert,Einzelwahlvorschlag Seifert,212,15.2,1,0,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Wahlberechtigt,Wahlberechtigt,456,100,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Wähler,Wähler,325,71.3,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Wahlschein,Wahlschein,39,12,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Ungültig,Ungültig,7,2.2,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Gültig,Gültig,947,97.1,,,,
Gemeindevertretung,120615113224,61,224,Jamlitz,,Sitze,Sitze,6,x,6,2,6,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Lanzky,Einzelwahlvorschlag Lanzky,168,17.7,1,0,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Schaar,Einzelwahlvorschlag Schaar,163,17.2,1,1,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Wolf,Einzelwahlvorschlag Wolf,228,24.1,1,0,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Bromm,Einzelwahlvorschlag Bromm,124,13.1,1,0,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Domann,Einzelwahlvorschlag Domann,130,13.7,1,0,1,
Gemeindevertretung,120615113224,61,224,Jamlitz,EB,EB Grunemann,Einzelwahlvorschlag Grunemann,134,14.1,1,1,1,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,5,x,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,5,100,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Wahlberechtigt,Wahlberechtigt,1152,100,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Wähler,Wähler,841,73,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Wahlschein,Wahlschein,175,20.8,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Ungültig,Ungültig,32,3.8,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Gültig,Gültig,2400,95.1,,,,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",,Sitze,Sitze,10,x,10,5,10,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",WG,BZL,Bündnis Zukunft Lieberose,724,30.2,3,0,3,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",WG,FLL,Freie Liste Lieberose,1141,47.5,5,4,5,
Gemeindevertretung,120615113308,61,308,"Lieberose, Stadt",WG,ANZ,Aufbruch Neue Zeit,535,22.3,2,1,2,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Wahlberechtigt,Wahlberechtigt,904,100,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Wähler,Wähler,663,73.3,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Wahlschein,Wahlschein,134,20.2,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Ungültig,Ungültig,11,1.7,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Gültig,Gültig,1940,97.5,,,,
Gemeindevertretung,120615113352,61,352,Neu Zauche,,Sitze,Sitze,9,x,9,1,10,
Gemeindevertretung,120615113352,61,352,Neu Zauche,WG,Fremdenverkehrsverein Neu Zauche,Fremdenverkehrsverein Neu Zauche,119,6.1,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Raith,Einzelwahlvorschlag Raith,180,9.3,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Meehs,Einzelwahlvorschlag Meehs,315,16.2,1,0,2,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Steinchen,Einzelwahlvorschlag Steinchen,125,6.4,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Kloas,Einzelwahlvorschlag Kloas,145,7.5,1,1,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Hahn,Einzelwahlvorschlag Hahn,104,5.4,0,0,0,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB M. Schulze,Einzelwahlvorschlag M. Schulze,59,3,0,0,0,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Graeben,Einzelwahlvorschlag Graeben,45,2.3,0,0,0,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Hoppe,Einzelwahlvorschlag Hoppe,236,12.2,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Kossatz,Einzelwahlvorschlag Kossatz,106,5.5,0,0,0,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Lehmann,Einzelwahlvorschlag Lehmann,111,5.7,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Leo,Einzelwahlvorschlag Leo,160,8.2,1,0,1,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB Prediger,Einzelwahlvorschlag Prediger,61,3.1,0,0,0,
Gemeindevertretung,120615113352,61,352,Neu Zauche,EB,EB R. Schulze,Einzelwahlvorschlag R. Schulze,174,9,1,0,1,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,8,x,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,8,100,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Wahlberechtigt,Wahlberechtigt,1303,100,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Wähler,Wähler,965,74.1,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Wahlschein,Wahlschein,174,18,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Ungültig,Ungültig,15,1.6,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Gültig,Gültig,2816,97.3,,,,
Gemeindevertretung,120615113450,61,450,Schwielochsee,,Sitze,Sitze,12,x,12,2,12,
Gemeindevertretung,120615113450,61,450,Schwielochsee,WG,FBS,Freie Bürgerliste Schwielochsee,1195,42.4,5,0,5,
Gemeindevertretung,120615113450,61,450,Schwielochsee,WG,Goyatzer Sportverein,Goyatzer Sportverein e.V.,1130,40.1,5,1,5,
Gemeindevertretung,120615113450,61,450,Schwielochsee,EB,EB Bulligk,Einzelwahlvorschlag Bulligk,166,5.9,1,0,1,
Gemeindevertretung,120615113450,61,450,Schwielochsee,EB,EB Drews,Einzelwahlvorschlag Drews,226,8,1,1,1,
Gemeindevertretung,120615113450,61,450,Schwielochsee,EB,EB Gliese,Einzelwahlvorschlag Gliese,99,3.5,0,0,0,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,4,x,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,4,100,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Wahlberechtigt,Wahlberechtigt,385,100,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Wähler,Wähler,291,75.6,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Wahlschein,Wahlschein,69,23.7,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Ungültig,Ungültig,7,2.4,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Gültig,Gültig,849,97.3,,,,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,,Sitze,Sitze,7,x,7,0,8,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,P,AfD,Alternative für Deutschland,210,24.7,2,0,2,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,P,CDU,Christlich Demokratische Union Deutschlands,171,20.1,1,0,2,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,EB,EB Mietk,Einzelwahlvorschlag Mietk,57,6.7,0,0,0,
Gemeindevertretung,120615113470,61,470,Spreewaldheide,WG,pro Spreewaldheide,pro Spreewaldheide,411,48.4,4,0,4,
Gemeindevertretung,120615113476,61,476,Straupitz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Wahlberechtigt,Wahlberechtigt,814,100,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Wähler,Wähler,572,70.3,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Wahlschein,Wahlschein,138,24.1,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Ungültig,Ungültig,22,3.8,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Gültig,Gültig,1643,95.7,,,,
Gemeindevertretung,120615113476,61,476,Straupitz,,Sitze,Sitze,10,x,10,1,10,
Gemeindevertretung,120615113476,61,476,Straupitz,WG,HuFVV Straupitz e.V.,Heimat und Fremdenverkehrsverein Straupitz e.V.,214,13,1,1,1,
Gemeindevertretung,120615113476,61,476,Straupitz,WG,WfS,Wählergruppe für Straupitz,321,19.5,2,0,2,
Gemeindevertretung,120615113476,61,476,Straupitz,EB,EB Mroos,Einzelwahlvorschlag Mroos,62,3.8,0,0,0,
Gemeindevertretung,120615113476,61,476,Straupitz,WG,Straupitz im Herzen,Straupitz im Herzen,829,50.5,6,0,6,
Gemeindevertretung,120615113476,61,476,Straupitz,EB,EB M. Welzel,Einzelwahlvorschlag M. Welzel,114,6.9,1,0,1,
Gemeindevertretung,120615113476,61,476,Straupitz,EB,EB R. Welzel,Einzelwahlvorschlag R. Welzel,103,6.3,0,0,0,
Gemeindevertretung,120615114017,61,017,Bersteland,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Wahlberechtigt,Wahlberechtigt,748,100,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Wähler,Wähler,583,77.9,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Wahlschein,Wahlschein,143,24.5,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Ungültig,Ungültig,13,2.2,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Gültig,Gültig,1704,97.4,,,,
Gemeindevertretung,120615114017,61,017,Bersteland,,Sitze,Sitze,10,x,10,3,10,
Gemeindevertretung,120615114017,61,017,Bersteland,WG,Sport- und Freizeítverein Freiwalde e.V.,WG Sport- und Freizeitverein Freiwalde e.V.,647,38,4,2,4,
Gemeindevertretung,120615114017,61,017,Bersteland,WG,WG Reichwalde,Wählergruppe Reichwalde,404,23.7,2,0,2,
Gemeindevertretung,120615114017,61,017,Bersteland,EB,EB Jende,Einzelwahlvorschlag Jende,85,5,1,0,1,
Gemeindevertretung,120615114017,61,017,Bersteland,WG,WIN,Wählergruppe in Niewitz,568,33.3,3,1,3,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Wahlberechtigt,Wahlberechtigt,566,100,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Wähler,Wähler,383,67.7,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Wahlschein,Wahlschein,92,24,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Ungültig,Ungültig,3,0.8,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Gültig,Gültig,1133,98.6,,,,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,,Sitze,Sitze,8,x,8,3,8,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,WG,WG Drahnsdorf,Wählergemeinschaft Drahnsdorf,460,40.6,3,1,3,
Gemeindevertretung,120615114097,61,097,Drahnsdorf,WG,WVH,WG Wir von hier!,673,59.4,5,2,5,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Wahlberechtigt,Wahlberechtigt,2044,100,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Wähler,Wähler,1435,70.2,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Wahlschein,Wahlschein,418,29.1,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Ungültig,Ungültig,26,1.8,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Gültig,Gültig,4208,97.7,,,,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",,Sitze,Sitze,16,x,16,6,16,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",P,AfD,Alternative für Deutschland,1147,27.3,4,1,4,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,330,7.8,1,1,1,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",P,DIE LINKE,DIE LINKE,188,4.5,1,0,1,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",WG,UBL-Golßen,Unabhängige Bürgerliste der Stadt Golßen,1138,27,4,1,4,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",WG,AOdB,Abordnung der Bürger,118,2.8,1,1,1,
Gemeindevertretung,120615114164,61,164,"Golßen, Stadt",WG,GfG,Gemeinsam für Golßen,1287,30.6,5,2,5,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Wahlberechtigt,Wahlberechtigt,584,100,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Wähler,Wähler,380,65.1,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Wahlschein,Wahlschein,48,12.6,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Ungültig,Ungültig,7,1.8,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Gültig,Gültig,1116,97.9,,,,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,WG,Freie WG Kasel-Golzig,Freie Wählergemeinschaft Kasel-Golzig,443,39.7,3,1,3,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,WG,WG Jetsch,Wählergruppe Jetsch,217,19.4,2,0,2,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,WG,WGS,Wählergruppe Schiebsdorf,172,15.4,1,0,1,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,EB,EB Walther,Einzelwahlvorschlag Walther,91,8.2,1,0,1,
Gemeindevertretung,120615114244,61,244,Kasel-Golzig,WG,FL,WG Freie Liste,193,17.3,1,0,1,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Wahlberechtigt,Wahlberechtigt,550,100,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Wähler,Wähler,369,67.1,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Wahlschein,Wahlschein,34,9.2,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Ungültig,Ungültig,9,2.4,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Gültig,Gültig,1078,97.4,,,,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,WG,WG für Krausnick-Groß Wasserburg,Wählergruppe für Krausnick-Groß Wasserburg,563,52.2,5,0,5,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,WG,Unabhängige BV Krausnick-Groß Wasserburg,Unabhängige Bürgervereinigung Krausnick-Groß Wasserburg,337,31.3,2,1,2,
Gemeindevertretung,120615114265,61,265,Krausnick-Groß Wasserburg,WG,WIR,"WG ""Wir"" für Krausnick-Groß Wasserburg",178,16.5,1,0,1,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Wahlberechtigt,Wahlberechtigt,505,100,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Wähler,Wähler,406,80.4,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Wahlschein,Wahlschein,40,9.9,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Ungültig,Ungültig,7,1.7,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Gültig,Gültig,1181,97,,,,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,WG,FFW,WG Feuerwehr Rietzneuendorf,451,38.2,3,0,3,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,WG,WG Dorfgemeinschaft,Wählergruppe Dorfgemeinschaft,281,23.8,2,0,2,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,WG,WG Chor,Wählerguppe Chor Rietzneuendorf,198,16.8,1,1,1,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,EB,EB Brademann,Einzelwahlvorschlag Brademann,115,9.7,1,0,1,
Gemeindevertretung,120615114405,61,405,Rietzneuendorf-Staakow,EB,EB Landwehr,Einzelwahlvorschlag Landwehr,136,11.5,1,0,1,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Wahlberechtigt,Wahlberechtigt,513,100,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Wähler,Wähler,373,72.7,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Wahlschein,Wahlschein,65,17.4,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Ungültig,Ungültig,6,1.6,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Gültig,Gültig,1090,97.4,,,,
Gemeindevertretung,120615114428,61,428,Schlepzig,,Sitze,Sitze,6,x,6,1,8,
Gemeindevertretung,120615114428,61,428,Schlepzig,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,76,7,0,0,0,
Gemeindevertretung,120615114428,61,428,Schlepzig,WG,FFW,WG Freiwillige Feuerwehr,604,55.4,3,0,5,
Gemeindevertretung,120615114428,61,428,Schlepzig,WG,WG Grün-Weiß Schlepzig e.V.,WG SG Grün-Weiß Schlepzig e.V.,410,37.6,3,1,3,
Gemeindevertretung,120615114435,61,435,Schönwald,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Wahlberechtigt,Wahlberechtigt,1056,100,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Wähler,Wähler,780,73.9,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Wahlschein,Wahlschein,217,27.8,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Ungültig,Ungültig,7,0.9,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Gültig,Gültig,2236,95.6,,,,
Gemeindevertretung,120615114435,61,435,Schönwald,,Sitze,Sitze,10,x,10,3,10,
Gemeindevertretung,120615114435,61,435,Schönwald,P,CDU,Christlich Demokratische Union Deutschlands,334,14.9,2,0,2,
Gemeindevertretung,120615114435,61,435,Schönwald,P,DIE LINKE,DIE LINKE,70,3.1,0,0,0,
Gemeindevertretung,120615114435,61,435,Schönwald,WG,WG Dorfgemeinschaft,Wählergruppe Dorfgemeinschaft,947,42.4,4,2,4,
Gemeindevertretung,120615114435,61,435,Schönwald,WG,FFW,WG Freiwillige Feuerwehr Waldow,396,17.7,2,0,2,
Gemeindevertretung,120615114435,61,435,Schönwald,WG,"WG Jugend, Familie, Zukunft","Wählergruppe Jugend, Familie, Zukunft",489,21.9,2,1,2,
Gemeindevertretung,120615114471,61,471,Steinreich,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Wahlberechtigt,Wahlberechtigt,399,100,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Wähler,Wähler,280,70.2,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Wahlschein,Wahlschein,80,28.6,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Ungültig,Ungültig,13,4.6,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Gültig,Gültig,791,94.2,,,,
Gemeindevertretung,120615114471,61,471,Steinreich,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120615114471,61,471,Steinreich,WG,FWG,Freie Wählergemeinschaft Steinreich,791,100,8,1,8,
Gemeindevertretung,120615114510,61,510,Unterspreewald,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
